ensg_id	gene_symbol	pmtl	version
ENSG00000178386	ZNF223	NA	NA
ENSG00000186026	ZNF284	NA	NA
ENSG00000253021	RNU6-902P	NA	NA
ENSG00000267680	ZNF224	NA	NA
ENSG00000186019	ENSG00000186019	NA	NA
ENSG00000256294	ZNF225	NA	NA
ENSG00000289428	ENSG00000289428	NA	NA
ENSG00000263002	ZNF234	NA	NA
ENSG00000287035	ENSG00000287035	NA	NA
ENSG00000167380	ZNF226	NA	NA
ENSG00000131115	ZNF227	NA	NA
ENSG00000159917	ZNF235	NA	NA
ENSG00000279103	ENSG00000279103	NA	NA
ENSG00000159915	ZNF233	NA	NA
ENSG00000270679	ENSG00000270679	NA	NA
ENSG00000267590	NDUFA3P1	NA	NA
ENSG00000062370	ZNF112	NA	NA
ENSG00000267173	ENSG00000267173	NA	NA
ENSG00000267508	ZNF285	NA	NA
ENSG00000267188	ENSG00000267188	NA	NA
ENSG00000278318	ZNF229	NA	NA
ENSG00000176761	ZNF285B	NA	NA
ENSG00000167384	ZNF180	NA	NA
ENSG00000273777	CEACAM20	NA	NA
ENSG00000267614	ENSG00000267614	NA	NA
ENSG00000230666	CEACAM22P	NA	NA
ENSG00000224366	ENSG00000224366	NA	NA
ENSG00000216588	IGSF23	NA	NA
ENSG00000266903	CEACAM16-AS1	NA	NA
ENSG00000073008	PVR	NA	NA
ENSG00000283673	MIR4531	NA	NA
ENSG00000186567	CEACAM19	NA	NA
ENSG00000279095	ENSG00000279095	NA	NA
ENSG00000213892	CEACAM16	NA	NA
ENSG00000252200	ENSG00000252200	NA	NA
ENSG00000288773	ENSG00000288773	NA	NA
ENSG00000069399	BCL3	NA	NA
ENSG00000284258	MIR8085	NA	NA
ENSG00000253027	SNORA70	NA	NA
ENSG00000236807	ENSG00000236807	NA	NA
ENSG00000142273	CBLC	NA	NA
ENSG00000285128	ENSG00000285128	NA	NA
ENSG00000187244	BCAM	NA	NA
ENSG00000130202	NECTIN2	NA	NA
ENSG00000267282	ENSG00000267282	NA	NA
ENSG00000130204	TOMM40	NA	NA
ENSG00000130203	APOE	NA	NA
ENSG00000280087	ENSG00000280087	NA	NA
ENSG00000130208	APOC1	NA	NA
ENSG00000214855	APOC1P1	NA	NA
ENSG00000267467	APOC4	NA	NA
ENSG00000224916	APOC4-APOC2	NA	NA
ENSG00000234906	APOC2	NA	NA
ENSG00000267114	ENSG00000267114	NA	NA
ENSG00000104853	CLPTM1	NA	NA
ENSG00000104856	RELB	Relevant Molecular Target	PMTL version 3.1
ENSG00000104859	CLASRP	NA	NA
ENSG00000207003	RNU6-611P	NA	NA
ENSG00000170684	ZNF296	NA	NA
ENSG00000267348	GEMIN7-AS1	NA	NA
ENSG00000142252	GEMIN7	NA	NA
ENSG00000007047	MARK4	NA	NA
ENSG00000104866	PPP1R37	NA	NA
ENSG00000267346	EIF5AP3	NA	NA
ENSG00000267044	ENSG00000267044	NA	NA
ENSG00000179846	NKPD1	NA	NA
ENSG00000007255	TRAPPC6A	NA	NA
ENSG00000189114	BLOC1S3	NA	NA
ENSG00000283632	EXOC3L2	NA	NA
ENSG00000104879	CKM	NA	NA
ENSG00000242675	RPS16P9	NA	NA
ENSG00000104892	KLC3	NA	NA
ENSG00000104884	ERCC2	NA	NA
ENSG00000104881	PPP1R13L	NA	NA
ENSG00000117877	POLR1G	Relevant Molecular Target	PMTL version 3.1
ENSG00000012061	ERCC1	NA	NA
ENSG00000275726	MIR6088	NA	NA
ENSG00000125740	FOSB	NA	NA
ENSG00000125744	RTN2	NA	NA
ENSG00000213889	PPM1N	NA	NA
ENSG00000125753	VASP	NA	NA
ENSG00000125741	OPA3	NA	NA
ENSG00000177464	GPR4	NA	NA
ENSG00000125746	EML2	NA	NA
ENSG00000284544	MIR330	NA	NA
ENSG00000267757	EML2-AS1	NA	NA
ENSG00000241226	RN7SL836P	NA	NA
ENSG00000010310	GIPR	NA	NA
ENSG00000207773	MIR642A	NA	NA
ENSG00000283212	MIR642B	NA	NA
ENSG00000125743	SNRPD2	NA	NA
ENSG00000011478	QPCTL	NA	NA
ENSG00000177051	FBXO46	NA	NA
ENSG00000279407	ENSG00000279407	NA	NA
ENSG00000237452	MEIOSIN	NA	NA
ENSG00000177045	SIX5	NA	NA
ENSG00000259605	ENSG00000259605	NA	NA
ENSG00000267395	DM1-AS	NA	NA
ENSG00000104936	DMPK	NA	NA
ENSG00000268434	ENSG00000268434	NA	NA
ENSG00000185800	DMWD	NA	NA
ENSG00000104941	RSPH6A	NA	NA
ENSG00000125755	SYMPK	NA	NA
ENSG00000269148	ENSG00000269148	NA	NA
ENSG00000170608	FOXA3	NA	NA
ENSG00000170604	IRF2BP1	NA	NA
ENSG00000176182	MYPOP	NA	NA
ENSG00000188425	NANOS2	NA	NA
ENSG00000104967	NOVA2	NA	NA
ENSG00000104983	CCDC61	NA	NA
ENSG00000211580	MIR769	NA	NA
ENSG00000008438	PGLYRP1	NA	NA
ENSG00000268401	ENSG00000268401	NA	NA
ENSG00000204869	IGFL4	NA	NA
ENSG00000267922	ENSG00000267922	NA	NA
ENSG00000268053	ENSG00000268053	NA	NA
ENSG00000188624	IGFL3	NA	NA
ENSG00000259339	TGIF1P1	NA	NA
ENSG00000204866	IGFL2	NA	NA
ENSG00000269729	ENSG00000269729	NA	NA
ENSG00000268621	IGFL2-AS1	NA	NA
ENSG00000268879	IGFL1P1	NA	NA
ENSG00000268460	ENSG00000268460	NA	NA
ENSG00000269637	RPL12P41	NA	NA
ENSG00000269745	ENSG00000269745	NA	NA
ENSG00000188293	IGFL1	NA	NA
ENSG00000277748	ENSG00000277748	NA	NA
ENSG00000268238	IGFL1P2	NA	NA
ENSG00000124440	HIF3A	NA	NA
ENSG00000199796	RNU6-924P	NA	NA
ENSG00000269124	ENSG00000269124	NA	NA
ENSG00000011485	PPP5C	NA	NA
ENSG00000268810	ENSG00000268810	NA	NA
ENSG00000269151	ENSG00000269151	NA	NA
ENSG00000169515	CCDC8	NA	NA
ENSG00000277531	PNMA8C	NA	NA
ENSG00000182013	PNMA8A	NA	NA
ENSG00000230510	PPP5D1P	NA	NA
ENSG00000204851	PNMA8B	NA	NA
ENSG00000204850	ENSG00000204850	NA	NA
ENSG00000278797	ENSG00000278797	NA	NA
ENSG00000249210	GAPDHP38	NA	NA
ENSG00000160014	CALM3	NA	NA
ENSG00000269292	ENSG00000269292	NA	NA
ENSG00000160013	PTGIR	NA	NA
ENSG00000167414	GNG8	NA	NA
ENSG00000279161	ENSG00000279161	NA	NA
ENSG00000197380	DACT3	NA	NA
ENSG00000245598	DACT3-AS1	NA	NA
ENSG00000105287	PRKD2	NA	NA
ENSG00000243560	RN7SL364P	NA	NA
ENSG00000211513	MIR320E	NA	NA
ENSG00000090372	STRN4	NA	NA
ENSG00000269487	ENSG00000269487	NA	NA
ENSG00000222614	Y_RNA	NA	NA
ENSG00000181027	FKRP	NA	NA
ENSG00000105281	SLC1A5	NA	NA
ENSG00000275719	ENSG00000275719	NA	NA
ENSG00000275862	ENSG00000275862	NA	NA
ENSG00000269576	HNRNPMP2	NA	NA
ENSG00000269014	ENSG00000269014	NA	NA
ENSG00000042753	AP2S1	NA	NA
ENSG00000160007	ARHGAP35	NA	NA
ENSG00000279948	ENSG00000279948	NA	NA
ENSG00000130751	NPAS1	NA	NA
ENSG00000130748	TMEM160	NA	NA
ENSG00000130749	ZC3H4	NA	NA
ENSG00000142230	SAE1	NA	NA
ENSG00000105327	BBC3	NA	NA
ENSG00000265134	MIR3190	NA	NA
ENSG00000284411	MIR3191	NA	NA
ENSG00000286669	ENSG00000286669	NA	NA
ENSG00000105321	CCDC9	NA	NA
ENSG00000257704	INAFM1	NA	NA
ENSG00000197405	C5AR1	NA	NA
ENSG00000134830	C5AR2	NA	NA
ENSG00000134815	DHX34	NA	NA
ENSG00000288827	ENSG00000288827	NA	NA
ENSG00000105419	MEIS3	NA	NA
ENSG00000118160	SLC8A2	NA	NA
ENSG00000287896	ENSG00000287896	NA	NA
ENSG00000118162	KPTN	NA	NA
ENSG00000268061	NAPA-AS1	NA	NA
ENSG00000105402	NAPA	NA	NA
ENSG00000279861	ENSG00000279861	NA	NA
ENSG00000118156	ZNF541	NA	NA
ENSG00000276588	RN7SL322P	NA	NA
ENSG00000268746	ENSG00000268746	NA	NA
ENSG00000277383	ENSG00000277383	NA	NA
ENSG00000063169	BICRA	NA	NA
ENSG00000269806	BICRA-AS1	NA	NA
ENSG00000278999	ENSG00000278999	NA	NA
ENSG00000024422	EHD2	NA	NA
ENSG00000105373	NOP53	NA	NA
ENSG00000221803	SNORD23	NA	NA
ENSG00000269656	NOP53-AS1	NA	NA
ENSG00000178980	SELENOW	NA	NA
ENSG00000213035	RPL23AP80	NA	NA
ENSG00000271150	ENSG00000271150	NA	NA
ENSG00000178928	TPRX1	NA	NA
ENSG00000105392	CRX	NA	NA
ENSG00000259009	TPRX2P	NA	NA
ENSG00000259108	LINC01595	NA	NA
ENSG00000105398	SULT2A1	NA	NA
ENSG00000188334	BSPH1	NA	NA
ENSG00000169393	ELSPBP1	NA	NA
ENSG00000105507	CABP5	NA	NA
ENSG00000105499	PLA2G4C	NA	NA
ENSG00000269420	PLA2G4C-AS1	NA	NA
ENSG00000105486	LIG1	NA	NA
ENSG00000269534	ENSG00000269534	NA	NA
ENSG00000269321	ENSG00000269321	NA	NA
ENSG00000185453	ZSWIM9	NA	NA
ENSG00000105483	CARD8	NA	NA
ENSG00000280353	ENSG00000280353	NA	NA
ENSG00000268583	ENSG00000268583	NA	NA
ENSG00000268001	CARD8-AS1	NA	NA
ENSG00000268186	ZNF114-AS1	NA	NA
ENSG00000178150	ZNF114	NA	NA
ENSG00000105479	ODAD1	NA	NA
ENSG00000142227	EMP3	NA	NA
ENSG00000161558	TMEM143	NA	NA
ENSG00000105467	SYNGR4	NA	NA
ENSG00000105438	KDELR1	NA	NA
ENSG00000105464	GRIN2D	NA	NA
ENSG00000105447	GRWD1	NA	NA
ENSG00000182324	KCNJ14	NA	NA
ENSG00000268530	ENSG00000268530	NA	NA
ENSG00000268465	ENSG00000268465	NA	NA
ENSG00000105443	CYTH2	NA	NA
ENSG00000142235	LMTK3	NA	NA
ENSG00000287603	ENSG00000287603	NA	NA
ENSG00000088002	SULT2B1	NA	NA
ENSG00000105523	FAM83E	NA	NA
ENSG00000177202	SPACA4	NA	NA
ENSG00000063177	RPL18	NA	NA
ENSG00000268093	ENSG00000268093	NA	NA
ENSG00000063176	SPHK2	NA	NA
ENSG00000105516	DBP	NA	NA
ENSG00000063180	CA11	NA	NA
ENSG00000232871	SEC1P	NA	NA
ENSG00000142233	NTN5	NA	NA
ENSG00000176920	FUT2	NA	NA
ENSG00000176909	MAMSTR	NA	NA
ENSG00000105538	RASIP1	NA	NA
ENSG00000182264	IZUMO1	NA	NA
ENSG00000174951	FUT1	NA	NA
ENSG00000105550	FGF21	NA	NA
ENSG00000206758	RNU6-317P	NA	NA
ENSG00000105552	BCAT2	NA	NA
ENSG00000286024	ENSG00000286024	NA	NA
ENSG00000087076	HSD17B14	NA	NA
ENSG00000105559	PLEKHA4	NA	NA
ENSG00000087074	PPP1R15A	NA	NA
ENSG00000104804	TULP2	NA	NA
ENSG00000104805	NUCB1	NA	NA
ENSG00000235191	NUCB1-AS1	NA	NA
ENSG00000260366	ENSG00000260366	NA	NA
ENSG00000104808	DHDH	NA	NA
ENSG00000087088	BAX	Relevant Molecular Target	PMTL version 3.1
ENSG00000267898	ENSG00000267898	NA	NA
ENSG00000087086	FTL	NA	NA
ENSG00000104812	GYS1	NA	NA
ENSG00000183207	RUVBL2	NA	NA
ENSG00000273898	MIR6798	NA	NA
ENSG00000104826	LHB	NA	NA
ENSG00000268655	ENSG00000268655	NA	NA
ENSG00000104827	CGB3	NA	NA
ENSG00000267335	ENSG00000267335	NA	NA
ENSG00000267019	NTF6A	NA	NA
ENSG00000267099	NTF6G	NA	NA
ENSG00000104818	CGB2	NA	NA
ENSG00000267631	CGB1	NA	NA
ENSG00000267685	NTF6B	NA	NA
ENSG00000268669	ENSG00000268669	NA	NA
ENSG00000189052	CGB5	NA	NA
ENSG00000213030	CGB8	NA	NA
ENSG00000269706	ENSG00000269706	NA	NA
ENSG00000196337	CGB7	NA	NA
ENSG00000283663	ENSG00000283663	NA	NA
ENSG00000283251	ENSG00000283251	NA	NA
ENSG00000268108	ENSG00000268108	NA	NA
ENSG00000225950	NTF4	NA	NA
ENSG00000268287	ENSG00000268287	NA	NA
ENSG00000104848	KCNA7	NA	NA
ENSG00000265675	RN7SL708P	NA	NA
ENSG00000104852	SNRNP70	NA	NA
ENSG00000104863	LIN7B	NA	NA
ENSG00000221916	C19orf73	NA	NA
ENSG00000177380	PPFIA3	NA	NA
ENSG00000130528	HRC	NA	NA
ENSG00000130529	TRPM4	NA	NA
ENSG00000269009	SLC6A21P	NA	NA
ENSG00000235555	SUMO1P4	NA	NA
ENSG00000063127	SLC6A16	NA	NA
ENSG00000265407	MIR4324	NA	NA
ENSG00000197813	ENSG00000197813	NA	NA
ENSG00000104894	CD37	Relevant Molecular Target	PMTL version 3.1
ENSG00000074219	TEAD2	Relevant Molecular Target	PMTL version 3.1
ENSG00000268157	ENSG00000268157	NA	NA
ENSG00000104901	DKKL1	NA	NA
ENSG00000268686	ENSG00000268686	NA	NA
ENSG00000161609	KASH5	NA	NA
ENSG00000142538	PTH2	NA	NA
ENSG00000261949	GFY	NA	NA
ENSG00000104888	SLC17A7	NA	NA
ENSG00000104872	PIH1D1	NA	NA
ENSG00000161618	ALDH16A1	NA	NA
ENSG00000269469	ENSG00000269469	NA	NA
ENSG00000090554	FLT3LG	NA	NA
ENSG00000273189	ENSG00000273189	NA	NA
ENSG00000142541	RPL13A	NA	NA
ENSG00000201675	SNORD32A	NA	NA
ENSG00000199631	SNORD33	NA	NA
ENSG00000202503	SNORD34	NA	NA
ENSG00000200259	SNORD35A	NA	NA
ENSG00000142534	RPS11	NA	NA
ENSG00000200530	SNORD35B	NA	NA
ENSG00000207782	MIR150	NA	NA
ENSG00000268681	COX6CP7	NA	NA
ENSG00000104870	FCGRT	NA	NA
ENSG00000142552	RCN3	NA	NA
ENSG00000142546	NOSIP	NA	NA
ENSG00000207073	Y_RNA	NA	NA
ENSG00000126460	PRRG2	NA	NA
ENSG00000126464	PRR12	NA	NA
ENSG00000268636	ENSG00000268636	NA	NA
ENSG00000126458	RRAS	NA	NA
ENSG00000126461	SCAF1	NA	NA
ENSG00000126456	IRF3	NA	NA
ENSG00000126453	BCL2L12	NA	NA
ENSG00000126457	PRMT1	NA	NA
ENSG00000274306	MIR5088	NA	NA
ENSG00000268677	ENSG00000268677	NA	NA
ENSG00000224420	ADM5	NA	NA
ENSG00000169169	CPT1C	NA	NA
ENSG00000243829	ENSG00000243829	NA	NA
ENSG00000126467	TSKS	NA	NA
ENSG00000206599	RNU6-841P	NA	NA
ENSG00000196961	AP2A1	NA	NA
ENSG00000276270	MIR6799	NA	NA
ENSG00000010361	FUZ	NA	NA
ENSG00000269194	ENSG00000269194	NA	NA
ENSG00000104973	MED25	NA	NA
ENSG00000284114	MIR6800	NA	NA
ENSG00000268006	PTOV1-AS1	NA	NA
ENSG00000104960	PTOV1	NA	NA
ENSG00000268047	ENSG00000268047	NA	NA
ENSG00000265954	MIR4749	NA	NA
ENSG00000269352	PTOV1-AS2	NA	NA
ENSG00000039650	PNKP	NA	NA
ENSG00000204673	AKT1S1	Relevant Molecular Target	PMTL version 3.1
ENSG00000104946	TBC1D17	NA	NA
ENSG00000284394	MIR4750	NA	NA
ENSG00000104951	IL4I1	NA	NA
ENSG00000213024	NUP62	NA	NA
ENSG00000269179	ENSG00000269179	NA	NA
ENSG00000169136	ATF5	NA	NA
ENSG00000283842	MIR4751	NA	NA
ENSG00000161640	SIGLEC11	NA	NA
ENSG00000221125	U3	NA	NA
ENSG00000161643	SIGLEC16	NA	NA
ENSG00000105053	VRK3	NA	NA
ENSG00000276729	Metazoa_SRP	NA	NA
ENSG00000142528	ZNF473	NA	NA
ENSG00000269091	ENSG00000269091	NA	NA
ENSG00000204666	ENSG00000204666	NA	NA
ENSG00000269540	ENSG00000269540	NA	NA
ENSG00000267890	ENSG00000267890	NA	NA
ENSG00000287001	ENSG00000287001	NA	NA
ENSG00000161652	IZUMO2	NA	NA
ENSG00000105357	MYH14	NA	NA
ENSG00000276002	Metazoa_SRP	NA	NA
ENSG00000267815	ENSG00000267815	NA	NA
ENSG00000131398	KCNC3	NA	NA
ENSG00000131408	NR1H2	NA	NA
ENSG00000131401	NAPSB	NA	NA
ENSG00000131400	NAPSA	NA	NA
ENSG00000269392	ENSG00000269392	NA	NA
ENSG00000062822	POLD1	Relevant Molecular Target	PMTL version 3.1
ENSG00000142539	ENSG00000142539	NA	NA
ENSG00000269404	SPIB	Relevant Molecular Target	PMTL version 3.1
ENSG00000086967	MYBPC2	NA	NA
ENSG00000142530	FAM71E1	NA	NA
ENSG00000161671	EMC10	NA	NA
ENSG00000268854	ENSG00000268854	NA	NA
ENSG00000268518	ENSG00000268518	NA	NA
ENSG00000161677	JOSD2	NA	NA
ENSG00000204653	ASPDH	NA	NA
ENSG00000131409	LRRC4B	NA	NA
ENSG00000268231	ENSG00000268231	NA	NA
ENSG00000213023	SYT3	NA	NA
ENSG00000235034	C19orf81	NA	NA
ENSG00000161681	SHANK1	NA	NA
ENSG00000105472	CLEC11A	NA	NA
ENSG00000269565	GPR32P1	NA	NA
ENSG00000142511	GPR32	NA	NA
ENSG00000261341	ENSG00000261341	NA	NA
ENSG00000142513	ACP4	NA	NA
ENSG00000268375	ENSG00000268375	NA	NA
ENSG00000167747	C19orf48	NA	NA
ENSG00000221381	SNORD88B	NA	NA
ENSG00000221241	SNORD88A	NA	NA
ENSG00000220988	SNORD88C	NA	NA
ENSG00000284711	ENSG00000284711	NA	NA
ENSG00000180279	LINC01869	NA	NA
ENSG00000167748	KLK1	NA	NA
ENSG00000174562	KLK15	NA	NA
ENSG00000267968	ENSG00000267968	NA	NA
ENSG00000142515	KLK3	Non-Relevant Molecular Target	PMTL version 3.1
ENSG00000167751	KLK2	NA	NA
ENSG00000197588	KLKP1	NA	NA
ENSG00000167749	KLK4	NA	NA
ENSG00000228674	PPIAP59	NA	NA
ENSG00000167754	KLK5	NA	NA
ENSG00000269495	ENSG00000269495	NA	NA
ENSG00000167755	KLK6	NA	NA
ENSG00000279676	ENSG00000279676	NA	NA
ENSG00000267879	ENSG00000267879	NA	NA
ENSG00000169035	KLK7	NA	NA
ENSG00000129455	KLK8	NA	NA
ENSG00000269741	ENSG00000269741	NA	NA
ENSG00000213022	KLK9	NA	NA
ENSG00000129451	KLK10	NA	NA
ENSG00000268739	ENSG00000268739	NA	NA
ENSG00000167757	KLK11	NA	NA
ENSG00000186474	KLK12	NA	NA
ENSG00000268906	ENSG00000268906	NA	NA
ENSG00000268390	ENSG00000268390	NA	NA
ENSG00000167759	KLK13	NA	NA
ENSG00000129437	KLK14	NA	NA
ENSG00000142544	CTU1	NA	NA
ENSG00000268581	SIGLEC18P	NA	NA
ENSG00000129450	SIGLEC9	NA	NA
ENSG00000267990	ENSG00000267990	NA	NA
ENSG00000168995	SIGLEC7	NA	NA
ENSG00000267895	ENSG00000267895	NA	NA
ENSG00000269072	ENSG00000269072	NA	NA
ENSG00000269681	ENSG00000269681	NA	NA
ENSG00000171101	SIGLEC17P	NA	NA
ENSG00000268336	SIGLEC20P	NA	NA
ENSG00000268652	ENSG00000268652	NA	NA
ENSG00000269253	SIGLEC21P	NA	NA
ENSG00000278617	MIR8074	NA	NA
ENSG00000268849	SIGLEC22P	NA	NA
ENSG00000105383	CD33	Relevant Molecular Target	PMTL version 3.1
ENSG00000179213	SIGLECL1	NA	NA
ENSG00000268595	ENSG00000268595	NA	NA
ENSG00000268318	LINC01872	NA	NA
ENSG00000269021	SIGLEC24P	NA	NA
ENSG00000142549	IGLON5	NA	NA
ENSG00000186806	VSIG10L	NA	NA
ENSG00000267905	VSIG10L-AS1	NA	NA
ENSG00000267984	ENSG00000267984	NA	NA
ENSG00000105379	ETFB	NA	NA
ENSG00000269403	ENSG00000269403	NA	NA
ENSG00000268520	ENSG00000268520	NA	NA
ENSG00000160318	CLDND2	NA	NA
ENSG00000105374	NKG7	NA	NA
ENSG00000105370	LIM2	NA	NA
ENSG00000262874	C19orf84	NA	NA
ENSG00000268889	ENSG00000268889	NA	NA
ENSG00000268144	NIFKP6	NA	NA
ENSG00000142512	SIGLEC10	NA	NA
ENSG00000254760	ENSG00000254760	NA	NA
ENSG00000255441	SIGLEC10-AS1	NA	NA
ENSG00000268711	ENSG00000268711	NA	NA
ENSG00000269181	ENSG00000269181	NA	NA
ENSG00000105366	SIGLEC8	NA	NA
ENSG00000268957	ENSG00000268957	NA	NA
ENSG00000213822	CEACAM18	NA	NA
ENSG00000254521	SIGLEC12	NA	NA
ENSG00000268839	ENSG00000268839	NA	NA
ENSG00000269580	SIGLEC27P	NA	NA
ENSG00000105492	SIGLEC6	NA	NA
ENSG00000268777	ENSG00000268777	NA	NA
ENSG00000269130	ENSG00000269130	NA	NA
ENSG00000268267	SIGLEC29P	NA	NA
ENSG00000105497	ZNF175	NA	NA
ENSG00000289037	LINC01530	NA	NA
ENSG00000269388	ENSG00000269388	NA	NA
ENSG00000267808	ENSG00000267808	NA	NA
ENSG00000268500	SIGLEC5	NA	NA
ENSG00000105501	SIGLEC5	NA	NA
ENSG00000244071	RPL9P33	NA	NA
ENSG00000273837	ENSG00000273837	NA	NA
ENSG00000254415	SIGLEC14	NA	NA
ENSG00000243469	RPL7P51	NA	NA
ENSG00000269959	SPACA6P-AS	NA	NA
ENSG00000182310	SPACA6	NA	NA
ENSG00000207550	MIR99B	NA	NA
ENSG00000198972	MIRLET7E	NA	NA
ENSG00000208008	MIR125A	NA	NA
ENSG00000105509	HAS1	NA	NA
ENSG00000171051	FPR1	NA	NA
ENSG00000171049	FPR2	NA	NA
ENSG00000286236	ENSG00000286236	NA	NA
ENSG00000187474	FPR3	NA	NA
ENSG00000161551	ZNF577	NA	NA
ENSG00000268316	ENSG00000268316	NA	NA
ENSG00000269483	ENSG00000269483	NA	NA
ENSG00000283236	ENSG00000283236	NA	NA
ENSG00000268095	ZNF649-AS1	NA	NA
ENSG00000198093	ZNF649	NA	NA
ENSG00000283285	ENSG00000283285	NA	NA
ENSG00000176024	ZNF613	NA	NA
ENSG00000269235	ZNF350-AS1	NA	NA
ENSG00000256683	ZNF350	NA	NA
ENSG00000197619	ZNF615	NA	NA
ENSG00000142556	ZNF614	NA	NA
ENSG00000256087	ZNF432	NA	NA
ENSG00000275055	ENSG00000275055	NA	NA
ENSG00000260160	ENSG00000260160	NA	NA
ENSG00000197608	ZNF841	NA	NA
ENSG00000270248	ENSG00000270248	NA	NA
ENSG00000204611	ZNF616	NA	NA
ENSG00000267827	ENSG00000267827	NA	NA
ENSG00000268458	ENSG00000268458	NA	NA
ENSG00000243680	RPL37P23	NA	NA
ENSG00000196267	ZNF836	NA	NA
ENSG00000267927	ENSG00000267927	NA	NA
ENSG00000105568	PPP2R1A	NA	NA
ENSG00000274380	MIR6801	NA	NA
ENSG00000268015	ENSG00000268015	NA	NA
ENSG00000277562	ENSG00000277562	NA	NA
ENSG00000207265	Y_RNA	NA	NA
ENSG00000196214	ZNF766	NA	NA
ENSG00000208002	MIR643	NA	NA
ENSG00000269102	ENSG00000269102	NA	NA
ENSG00000198464	ZNF480	NA	NA
ENSG00000269535	ENSG00000269535	NA	NA
ENSG00000167554	ZNF610	NA	NA
ENSG00000221923	ZNF880	NA	NA
ENSG00000269834	ZNF528-AS1	NA	NA
ENSG00000277977	ENSG00000277977	NA	NA
ENSG00000167555	ZNF528	NA	NA
ENSG00000269776	DPPA5P1	NA	NA
ENSG00000198633	ZNF534	NA	NA
ENSG00000258405	ZNF578	NA	NA
ENSG00000288253	ENSG00000288253	NA	NA
ENSG00000278543	ENSG00000278543	NA	NA
ENSG00000269349	ENSG00000269349	NA	NA
ENSG00000198482	ZNF808	NA	NA
ENSG00000167562	ZNF701	NA	NA
ENSG00000289102	ENSG00000289102	NA	NA
ENSG00000242255	RPL39P34	NA	NA
ENSG00000268886	ENSG00000268886	NA	NA
ENSG00000123870	ZNF137P	NA	NA
ENSG00000167766	ZNF83	NA	NA
ENSG00000268970	ENSG00000268970	NA	NA
ENSG00000269825	ENSG00000269825	NA	NA
ENSG00000288953	ENSG00000288953	NA	NA
ENSG00000213020	ZNF611	NA	NA
ENSG00000189190	ZNF600	NA	NA
ENSG00000198538	ZNF28	NA	NA
ENSG00000255875	PABPN1P2	NA	NA
ENSG00000204604	ZNF468	NA	NA
ENSG00000182986	ZNF320	NA	NA
ENSG00000283695	ENSG00000283695	NA	NA
ENSG00000213793	ZNF888	NA	NA
ENSG00000269646	ENSG00000269646	NA	NA
ENSG00000213801	ZNF321P	NA	NA
ENSG00000221874	ZNF816-ZNF321P	NA	NA
ENSG00000180257	ZNF816	NA	NA
ENSG00000269082	ENSG00000269082	NA	NA
ENSG00000242779	ZNF702P	NA	NA
ENSG00000268282	ENSG00000268282	NA	NA
ENSG00000267943	ENSG00000267943	NA	NA
ENSG00000269526	ERVV-1	NA	NA
ENSG00000268964	ERVV-2	NA	NA
ENSG00000170949	ZNF160	NA	NA
ENSG00000170954	ZNF415	NA	NA
ENSG00000197937	ZNF347	NA	NA
ENSG00000197497	ZNF665	NA	NA
ENSG00000268842	ENSG00000268842	NA	NA
ENSG00000269001	ENSG00000269001	NA	NA
ENSG00000267809	NDUFV2P1	NA	NA
ENSG00000197928	ZNF677	NA	NA
ENSG00000269288	ENSG00000269288	NA	NA
ENSG00000196131	VN1R2	NA	NA
ENSG00000228567	VN1R4	NA	NA
ENSG00000269758	ENSG00000269758	NA	NA
ENSG00000189348	FAM90A27P	NA	NA
ENSG00000163098	BIRC8	Relevant Molecular Target	PMTL version 3.1
ENSG00000269118	FAM90A28P	NA	NA
ENSG00000174677	VN1R6P	NA	NA
ENSG00000213799	ZNF845	NA	NA
ENSG00000203326	ZNF525	NA	NA
ENSG00000241069	ENSG00000241069	NA	NA
ENSG00000196417	ZNF765	NA	NA
ENSG00000239912	RPL39P36	NA	NA
ENSG00000249435	ENSG00000249435	NA	NA
ENSG00000241015	TPM3P9	NA	NA
ENSG00000160336	ZNF761	NA	NA
ENSG00000287608	ENSG00000287608	NA	NA
ENSG00000198346	ZNF813	NA	NA
ENSG00000250731	TPM3P6	NA	NA
ENSG00000241434	ENSG00000241434	NA	NA
ENSG00000213777	ENSG00000213777	NA	NA
ENSG00000274892	ENSG00000274892	NA	NA
ENSG00000130844	ZNF331	NA	NA
ENSG00000268864	ENSG00000268864	NA	NA
ENSG00000269608	OSTCP3	NA	NA
ENSG00000242668	RN7SL317P	NA	NA
ENSG00000204595	DPRX	NA	NA
ENSG00000200393	RNU6-698P	NA	NA
ENSG00000270347	ENSG00000270347	NA	NA
ENSG00000207645	MIR512-1	NA	NA
ENSG00000207644	MIR512-2	NA	NA
ENSG00000221017	MIR1323	NA	NA
ENSG00000207869	MIR498	NA	NA
ENSG00000207599	MIR520E	NA	NA
ENSG00000207616	MIR515-1	NA	NA
ENSG00000207810	MIR519E	NA	NA
ENSG00000283540	MIR520F	NA	NA
ENSG00000207615	MIR515-2	NA	NA
ENSG00000207788	MIR519C	NA	NA
ENSG00000221421	MIR1283-1	NA	NA
ENSG00000207594	MIR520A	NA	NA
ENSG00000207580	MIR526B	NA	NA
ENSG00000207825	MIR519B	NA	NA
ENSG00000207711	MIR525	NA	NA
ENSG00000283455	MIR523	NA	NA
ENSG00000207706	MIR518F	NA	NA
ENSG00000207722	MIR520B	NA	NA
